ytid,start_s,end_s,filename,status,error
MNlzpCwdh4g,30,40,[MNlzpCwdh4g]-[30-40].wav,ok,
MPe6ztPtF0Y,30,40,[MPe6ztPtF0Y]-[30-40].wav,ok,
MROotmz8a-U,180,190,[MROotmz8a-U]-[180-190].wav,failed,ERROR: [youtube] MROotmz8a-U: This video is unavailable
MQrOnSzVlJg,30,40,[MQrOnSzVlJg]-[30-40].wav,ok,
MPxwPOOIskc,250,260,[MPxwPOOIskc]-[250-260].wav,ok,
MQ1Q7xydJPU,220,230,[MQ1Q7xydJPU]-[220-230].wav,ok,
MSqQKf3O3vY,30,40,[MSqQKf3O3vY]-[30-40].wav,ok,
MSHbLrVlrQc,30,40,[MSHbLrVlrQc]-[30-40].wav,ok,
MS8VU468rKk,320,330,[MS8VU468rKk]-[320-330].wav,ok,
MV4tgzc9X6s,10,20,[MV4tgzc9X6s]-[10-20].wav,ok,
MVAXHT67Na4,10,20,[MVAXHT67Na4]-[10-20].wav,ok,
MWS-Uxf1MRw,90,100,[MWS-Uxf1MRw]-[90-100].wav,ok,
MX0wS7MX3Zo,190,200,[MX0wS7MX3Zo]-[190-200].wav,ok,
MXdVnDVjSL8,30,40,[MXdVnDVjSL8]-[30-40].wav,ok,
MY0PsDE3xHs,30,40,[MY0PsDE3xHs]-[30-40].wav,ok,
MYtq46rNsCA,30,40,[MYtq46rNsCA]-[30-40].wav,failed,ERROR: [youtube] MYtq46rNsCA: This video is no longer available because the YouTube account associated with this video has been terminated.
MZhaDGgULtc,80,90,[MZhaDGgULtc]-[80-90].wav,ok,
MdYXznF3Eac,30,40,[MdYXznF3Eac]-[30-40].wav,ok,
M_s-49rNCdw,50,60,[M_s-49rNCdw]-[50-60].wav,ok,
MdsRmMxkF4k,50,60,[MdsRmMxkF4k]-[50-60].wav,failed,ERROR: [youtube] MdsRmMxkF4k: This video is no longer available because the YouTube account associated with this video has been terminated.
MeA8CSKAuvw,30,40,[MeA8CSKAuvw]-[30-40].wav,ok,
Mf6Ql55o7Es,30,40,[Mf6Ql55o7Es]-[30-40].wav,ok,
MfKSVJIcDK0,30,40,[MfKSVJIcDK0]-[30-40].wav,ok,
MfX7Q0ucts8,30,40,[MfX7Q0ucts8]-[30-40].wav,ok,
MVBQrBAXgw4,370,380,[MVBQrBAXgw4]-[370-380].wav,ok,
Mhvgz5AjV3U,30,40,[Mhvgz5AjV3U]-[30-40].wav,ok,
Mir959i7F2M,30,40,[Mir959i7F2M]-[30-40].wav,ok,
MiWskwqOMrg,30,40,[MiWskwqOMrg]-[30-40].wav,ok,
MkPhe7TLLZ0,110,120,[MkPhe7TLLZ0]-[110-120].wav,ok,
MkTQQ0m8Ys8,30,40,[MkTQQ0m8Ys8]-[30-40].wav,ok,
MlnK2sa7mm4,70,80,[MlnK2sa7mm4]-[70-80].wav,ok,
MipnqUXgpOA,240,250,[MipnqUXgpOA]-[240-250].wav,ok,
MmqRlHntd0Q,80,90,[MmqRlHntd0Q]-[80-90].wav,ok,
Mp1MHSeHa0o,0,10,[Mp1MHSeHa0o]-[0-10].wav,failed,ERROR: [youtube] Mp1MHSeHa0o: This video is no longer available because the YouTube account associated with this video has been terminated.
MocXmVbat3s,30,40,[MocXmVbat3s]-[30-40].wav,ok,
Mnk6590abfY,30,40,[Mnk6590abfY]-[30-40].wav,ok,
MpS2SSIhe2g,30,40,[MpS2SSIhe2g]-[30-40].wav,ok,
MsEoUVWS59M,30,40,[MsEoUVWS59M]-[30-40].wav,ok,
MpWGx5odhh8,160,170,[MpWGx5odhh8]-[160-170].wav,ok,
MpjN21Z93JY,180,190,[MpjN21Z93JY]-[180-190].wav,ok,
MtVLmOvQopM,20,30,[MtVLmOvQopM]-[20-30].wav,ok,
MsjeOXuUYG4,170,180,[MsjeOXuUYG4]-[170-180].wav,ok,
Mv90uA0tmgc,280,290,[Mv90uA0tmgc]-[280-290].wav,ok,
MvnC1TfNiPY,90,100,[MvnC1TfNiPY]-[90-100].wav,ok,
MwK9HYjeeN0,30,40,[MwK9HYjeeN0]-[30-40].wav,ok,
MyH8zQw9csc,30,40,[MyH8zQw9csc]-[30-40].wav,ok,
Mwy5Y0S5jfM,240,250,[Mwy5Y0S5jfM]-[240-250].wav,ok,
MyjxrBI9k4o,80,90,[MyjxrBI9k4o]-[80-90].wav,ok,
N-dzfI3L5ic,30,40,[N-dzfI3L5ic]-[30-40].wav,ok,
MzUgHy7SyS8,30,40,[MzUgHy7SyS8]-[30-40].wav,ok,
N0i99VyZCg8,70,80,[N0i99VyZCg8]-[70-80].wav,ok,
N0q5vPAsHLI,30,40,[N0q5vPAsHLI]-[30-40].wav,ok,
N1Mxns_JJTk,30,40,[N1Mxns_JJTk]-[30-40].wav,ok,
N5BAnG2zoUY,30,40,[N5BAnG2zoUY]-[30-40].wav,ok,
N4tTZn8WlDM,30,40,[N4tTZn8WlDM]-[30-40].wav,ok,
N4eMppEnPE0,260,270,[N4eMppEnPE0]-[260-270].wav,ok,
NC5tIv4-8fg,130,140,[NC5tIv4-8fg]-[130-140].wav,failed,"ERROR: [youtube] NC5tIv4-8fg: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
N6YT8_jlt0E,140,150,[N6YT8_jlt0E]-[140-150].wav,ok,
N8Fg3L1Cc5E,20,30,[N8Fg3L1Cc5E]-[20-30].wav,ok,
NBnz0xV9nb4,200,210,[NBnz0xV9nb4]-[200-210].wav,ok,
NIcsJ8sEd0M,30,40,[NIcsJ8sEd0M]-[30-40].wav,failed,ERROR: [youtube] NIcsJ8sEd0M: This video is unavailable
NDJEKij2qOg,90,100,[NDJEKij2qOg]-[90-100].wav,ok,
NHA1l_Czm38,180,190,[NHA1l_Czm38]-[180-190].wav,ok,
NJ_Ha89QjiI,70,80,[NJ_Ha89QjiI]-[70-80].wav,ok,
NKDBwJIwWoU,30,40,[NKDBwJIwWoU]-[30-40].wav,ok,
NJGo2fmUAII,250,260,[NJGo2fmUAII]-[250-260].wav,ok,
NLQts9t7d8k,50,60,[NLQts9t7d8k]-[50-60].wav,ok,
NNeEzTVATHg,30,40,[NNeEzTVATHg]-[30-40].wav,ok,
NPXZIqxKvXA,30,40,[NPXZIqxKvXA]-[30-40].wav,ok,
NP5iO_HB-f0,190,200,[NP5iO_HB-f0]-[190-200].wav,ok,
NSS9_2FFVeo,40,50,[NSS9_2FFVeo]-[40-50].wav,ok,
NSyqj1DXZKg,130,140,[NSyqj1DXZKg]-[130-140].wav,ok,
NUTaOnEhvzE,40,50,[NUTaOnEhvzE]-[40-50].wav,ok,
NVo-stvk_QE,30,40,[NVo-stvk_QE]-[30-40].wav,ok,
NXuB3ZEpM5U,30,40,[NXuB3ZEpM5U]-[30-40].wav,failed,"ERROR: [youtube] NXuB3ZEpM5U: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
NWL-P08eM-U,30,40,[NWL-P08eM-U]-[30-40].wav,ok,
NX3KJ-tVdMI,330,340,[NX3KJ-tVdMI]-[330-340].wav,ok,
NZYDLDIyZr8,260,270,[NZYDLDIyZr8]-[260-270].wav,failed,ERROR: [youtube] NZYDLDIyZr8: This video is unavailable
N_41Y2vH6eA,0,10,[N_41Y2vH6eA]-[0-10].wav,ok,
NZn4-gP2GiI,80,90,[NZn4-gP2GiI]-[80-90].wav,ok,
NZ2kFIaW05k,450,460,[NZ2kFIaW05k]-[450-460].wav,ok,
N_LKZjw9DLk,60,70,[N_LKZjw9DLk]-[60-70].wav,ok,
NcsYdCbKgcc,90,100,[NcsYdCbKgcc]-[90-100].wav,ok,
N_Wx35sNqdM,80,90,[N_Wx35sNqdM]-[80-90].wav,ok,
NdiSW-p2I0c,30,40,[NdiSW-p2I0c]-[30-40].wav,ok,
NgniX3tg_Mo,50,60,[NgniX3tg_Mo]-[50-60].wav,failed,ERROR: [youtube] NgniX3tg_Mo: This video is unavailable
Nep_3Y81E_w,30,40,[Nep_3Y81E_w]-[30-40].wav,ok,
NeSIT6sqLRA,420,430,[NeSIT6sqLRA]-[420-430].wav,ok,
NlCfScKw_Mk,30,40,[NlCfScKw_Mk]-[30-40].wav,ok,
NjoKxRwQxCE,400,410,[NjoKxRwQxCE]-[400-410].wav,ok,
NlUf1ppoSG4,130,140,[NlUf1ppoSG4]-[130-140].wav,ok,
Nlg8AbWRV_c,30,40,[Nlg8AbWRV_c]-[30-40].wav,ok,
NmwmOY6iBFg,30,40,[NmwmOY6iBFg]-[30-40].wav,ok,
Nms2A0wi0vU,20,30,[Nms2A0wi0vU]-[20-30].wav,ok,
NnYfF7E12dk,190,200,[NnYfF7E12dk]-[190-200].wav,ok,
NmMJgUo19Gk,460,470,[NmMJgUo19Gk]-[460-470].wav,ok,
NnmJ1UHWlas,30,40,[NnmJ1UHWlas]-[30-40].wav,ok,
NoB_4XaZYVs,180,190,[NoB_4XaZYVs]-[180-190].wav,ok,
No4Bi6mG1J8,70,80,[No4Bi6mG1J8]-[70-80].wav,ok,
NqDxpJ2uR_8,0,10,[NqDxpJ2uR_8]-[0-10].wav,ok,
Ns-iXXKmzzU,30,40,[Ns-iXXKmzzU]-[30-40].wav,ok,
Npbs_4DZgEQ,520,530,[Npbs_4DZgEQ]-[520-530].wav,ok,
NsR60ehkHGA,30,40,[NsR60ehkHGA]-[30-40].wav,ok,
Nqb7nw58q08,30,40,[Nqb7nw58q08]-[30-40].wav,ok,
NsYVaRI6rXg,30,40,[NsYVaRI6rXg]-[30-40].wav,ok,
Nt0U-CXK6O0,50,60,[Nt0U-CXK6O0]-[50-60].wav,ok,
NtM3gudMBCQ,10,20,[NtM3gudMBCQ]-[10-20].wav,ok,
NuN-ug3dIkw,30,40,[NuN-ug3dIkw]-[30-40].wav,ok,
Nuks8XFdGMk,30,40,[Nuks8XFdGMk]-[30-40].wav,ok,
NwfEO8cjSK0,30,40,[NwfEO8cjSK0]-[30-40].wav,ok,
NwA9JSlK_lM,30,40,[NwA9JSlK_lM]-[30-40].wav,ok,
NxdQtpceXaI,30,40,[NxdQtpceXaI]-[30-40].wav,ok,
Nymjfq2kXnI,30,40,[Nymjfq2kXnI]-[30-40].wav,ok,
Ny4wnDN4K1U,110,120,[Ny4wnDN4K1U]-[110-120].wav,ok,
NzVg-cFQJbE,30,40,[NzVg-cFQJbE]-[30-40].wav,ok,
NzvkMWY4EjA,30,40,[NzvkMWY4EjA]-[30-40].wav,ok,
NxpnW_IdkSY,480,490,[NxpnW_IdkSY]-[480-490].wav,ok,
Nz4iLzJBTBo,300,310,[Nz4iLzJBTBo]-[300-310].wav,ok,
O0sDg-yLvlE,30,40,[O0sDg-yLvlE]-[30-40].wav,ok,
O1RmrE_HfpE,30,40,[O1RmrE_HfpE]-[30-40].wav,ok,
O1EmHJyz5ds,30,40,[O1EmHJyz5ds]-[30-40].wav,ok,
O2HttJtcec4,30,40,[O2HttJtcec4]-[30-40].wav,ok,
O28kY0aN8VI,30,40,[O28kY0aN8VI]-[30-40].wav,ok,
O25IKwo2HkE,30,40,[O25IKwo2HkE]-[30-40].wav,ok,
O3Cvn4yXrao,120,130,[O3Cvn4yXrao]-[120-130].wav,ok,
O40E8bpmONQ,30,40,[O40E8bpmONQ]-[30-40].wav,ok,
O5IulN0n6d0,30,40,[O5IulN0n6d0]-[30-40].wav,ok,
O66lIRbF4Gw,30,40,[O66lIRbF4Gw]-[30-40].wav,ok,
O6QyYC7Tt2A,160,170,[O6QyYC7Tt2A]-[160-170].wav,ok,
O73wigUotGo,30,40,[O73wigUotGo]-[30-40].wav,ok,
O84YjlJ_Qw4,40,50,[O84YjlJ_Qw4]-[40-50].wav,ok,
O6xMQnKJROc,140,150,[O6xMQnKJROc]-[140-150].wav,ok,
O8EMm4QJjeo,0,10,[O8EMm4QJjeo]-[0-10].wav,ok,
O8rHjrG3HM4,30,40,[O8rHjrG3HM4]-[30-40].wav,ok,
O9Ag-dE-yfQ,0,10,[O9Ag-dE-yfQ]-[0-10].wav,ok,
O9_avJFKIQk,30,40,[O9_avJFKIQk]-[30-40].wav,ok,
OAl2EjbdQG8,30,40,[OAl2EjbdQG8]-[30-40].wav,ok,
OB7GyVqufwQ,120,130,[OB7GyVqufwQ]-[120-130].wav,ok,
OA63sRxGk6o,170,180,[OA63sRxGk6o]-[170-180].wav,ok,
OBJM1TqPvu4,470,480,[OBJM1TqPvu4]-[470-480].wav,ok,
ODRAYQE9GXs,30,40,[ODRAYQE9GXs]-[30-40].wav,ok,
OEIj1UX5ZRg,30,40,[OEIj1UX5ZRg]-[30-40].wav,ok,
OEpMpYMjO9Y,30,40,[OEpMpYMjO9Y]-[30-40].wav,ok,
OEjgIDubFbg,350,360,[OEjgIDubFbg]-[350-360].wav,ok,
OEuBITrf-kE,210,220,[OEuBITrf-kE]-[210-220].wav,ok,
OFJG5Wo_knI,30,40,[OFJG5Wo_knI]-[30-40].wav,ok,
OFP5MYVDa4g,30,40,[OFP5MYVDa4g]-[30-40].wav,ok,
OH2SQhJqZDg,0,10,[OH2SQhJqZDg]-[0-10].wav,ok,
OHZZuO2vY50,30,40,[OHZZuO2vY50]-[30-40].wav,ok,
OHrrS6AKW_c,30,40,[OHrrS6AKW_c]-[30-40].wav,ok,
OI7S7vaBT4I,60,70,[OI7S7vaBT4I]-[60-70].wav,ok,
OII3VJoE0WA,30,40,[OII3VJoE0WA]-[30-40].wav,ok,
OJuVsBojdvo,30,40,[OJuVsBojdvo]-[30-40].wav,ok,
OKZF0oG1E14,30,40,[OKZF0oG1E14]-[30-40].wav,ok,
OKquGBKOgME,30,40,[OKquGBKOgME]-[30-40].wav,ok,
OM04OFjNPGw,150,160,[OM04OFjNPGw]-[150-160].wav,ok,
OMcoFfaCaGM,30,40,[OMcoFfaCaGM]-[30-40].wav,ok,
OMApGp219Zc,10,20,[OMApGp219Zc]-[10-20].wav,ok,
OO1Q-3kXCtM,10,20,[OO1Q-3kXCtM]-[10-20].wav,failed,"ERROR: [youtube] OO1Q-3kXCtM: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
ONfd_rHtL74,30,40,[ONfd_rHtL74]-[30-40].wav,ok,
OOik9i9wrU8,0,10,[OOik9i9wrU8]-[0-10].wav,ok,
OPX9ukYun3o,10,20,[OPX9ukYun3o]-[10-20].wav,ok,
OPimGlHcSRQ,30,40,[OPimGlHcSRQ]-[30-40].wav,ok,
OR_YbeqV5tA,100,110,[OR_YbeqV5tA]-[100-110].wav,ok,
ORt8LSgn-uA,30,40,[ORt8LSgn-uA]-[30-40].wav,ok,
ORikRIu7s1o,30,40,[ORikRIu7s1o]-[30-40].wav,ok,
OS4YFp3DiEE,250,260,[OS4YFp3DiEE]-[250-260].wav,failed,ERROR: [youtube] OS4YFp3DiEE: This video is no longer available because the YouTube account associated with this video has been terminated.
OVNVaXZ9D0E,30,40,[OVNVaXZ9D0E]-[30-40].wav,ok,
Ob9iaGon5ak,60,70,[Ob9iaGon5ak]-[60-70].wav,ok,
OZv8mtQEgA0,30,40,[OZv8mtQEgA0]-[30-40].wav,ok,
OWbfAmrFdp8,40,50,[OWbfAmrFdp8]-[40-50].wav,ok,
Obtx-A9Lt5c,10,20,[Obtx-A9Lt5c]-[10-20].wav,ok,
Occ4uW0lw0k,30,40,[Occ4uW0lw0k]-[30-40].wav,ok,
OcdrbkDm2LQ,30,40,[OcdrbkDm2LQ]-[30-40].wav,ok,
Oe_xSG_ic-c,80,90,[Oe_xSG_ic-c]-[80-90].wav,ok,
OgqDO1wxQ8E,0,10,[OgqDO1wxQ8E]-[0-10].wav,ok,
Ofry7lyQZDA,90,100,[Ofry7lyQZDA]-[90-100].wav,ok,
OheHnFixwVk,30,40,[OheHnFixwVk]-[30-40].wav,ok,
OhZmxS5DUKU,30,40,[OhZmxS5DUKU]-[30-40].wav,ok,
OiAJB9uydS8,100,110,[OiAJB9uydS8]-[100-110].wav,ok,
OdLCoLVRCmk,570,580,[OdLCoLVRCmk]-[570-580].wav,ok,
OjvWDzPGeic,5,15,[OjvWDzPGeic]-[5-15].wav,ok,
OjEG808MfF4,330,340,[OjEG808MfF4]-[330-340].wav,ok,
Ok-ia7ziJy0,30,40,[Ok-ia7ziJy0]-[30-40].wav,ok,
OkcBJawiIHA,250,260,[OkcBJawiIHA]-[250-260].wav,ok,
OiNlYrlJE4g,430,440,[OiNlYrlJE4g]-[430-440].wav,ok,
OmjfHQB_lcs,30,40,[OmjfHQB_lcs]-[30-40].wav,ok,
On9epzZ_ceI,30,40,[On9epzZ_ceI]-[30-40].wav,ok,
OnL-e9X0oEc,140,150,[OnL-e9X0oEc]-[140-150].wav,ok,
OoRUo92emGo,10,20,[OoRUo92emGo]-[10-20].wav,failed,"ERROR: [youtube] OoRUo92emGo: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
OrsfEkAhie4,0,10,[OrsfEkAhie4]-[0-10].wav,ok,
Orge4_UlvNI,280,290,[Orge4_UlvNI]-[280-290].wav,ok,
OoJGMj5H7Wk,440,450,[OoJGMj5H7Wk]-[440-450].wav,ok,
OpWCljke4oQ,160,170,[OpWCljke4oQ]-[160-170].wav,ok,
OseeYF_ud7g,120,130,[OseeYF_ud7g]-[120-130].wav,ok,
Ou7vteWmqfw,120,130,[Ou7vteWmqfw]-[120-130].wav,ok,
OvX68hqDjeA,30,40,[OvX68hqDjeA]-[30-40].wav,ok,
OwUzGq0ceT8,30,40,[OwUzGq0ceT8]-[30-40].wav,ok,
OvjmfGU4y_M,190,200,[OvjmfGU4y_M]-[190-200].wav,ok,
Ovk5EfFj7Ws,160,170,[Ovk5EfFj7Ws]-[160-170].wav,ok,
OwukabRF7I4,30,40,[OwukabRF7I4]-[30-40].wav,ok,
OyRtTtTSXuM,30,40,[OyRtTtTSXuM]-[30-40].wav,ok,
OzaVvthCvtk,30,40,[OzaVvthCvtk]-[30-40].wav,ok,
P007re8_iyY,70,80,[P007re8_iyY]-[70-80].wav,ok,
P-eIhvCaK-s,90,100,[P-eIhvCaK-s]-[90-100].wav,ok,
OyouRYAq-tE,380,390,[OyouRYAq-tE]-[380-390].wav,ok,
P0vjXnnIiR4,220,230,[P0vjXnnIiR4]-[220-230].wav,ok,
P1Vxm_ICSG0,30,40,[P1Vxm_ICSG0]-[30-40].wav,ok,
P240GHf9Eq4,30,40,[P240GHf9Eq4]-[30-40].wav,ok,
P25JeM4lPGw,30,40,[P25JeM4lPGw]-[30-40].wav,ok,
P2F4iNqJmNU,30,40,[P2F4iNqJmNU]-[30-40].wav,ok,
P2UqnWU8d8o,30,40,[P2UqnWU8d8o]-[30-40].wav,ok,
P14zjckYFK0,280,290,[P14zjckYFK0]-[280-290].wav,ok,
P39x5dOsJ40,80,90,[P39x5dOsJ40]-[80-90].wav,ok,
P3aeojk4lCs,140,150,[P3aeojk4lCs]-[140-150].wav,ok,
P3ZPbGjHFXE,220,230,[P3ZPbGjHFXE]-[220-230].wav,ok,
P4aTFrJws40,30,40,[P4aTFrJws40]-[30-40].wav,ok,
P4zWSoib5BU,30,40,[P4zWSoib5BU]-[30-40].wav,ok,
P5AgEqouchI,10,20,[P5AgEqouchI]-[10-20].wav,ok,
P5IxlG4-CY8,30,40,[P5IxlG4-CY8]-[30-40].wav,ok,
P5tsRM1iokA,30,40,[P5tsRM1iokA]-[30-40].wav,ok,
P54hbuQLkc4,220,230,[P54hbuQLkc4]-[220-230].wav,ok,
P5uIpVLEpm4,160,170,[P5uIpVLEpm4]-[160-170].wav,ok,
P65yE_EXLd8,30,40,[P65yE_EXLd8]-[30-40].wav,ok,
P90rFZQFqWk,30,40,[P90rFZQFqWk]-[30-40].wav,ok,
P8nK4i8XscM,30,40,[P8nK4i8XscM]-[30-40].wav,ok,
P97w3AdePgQ,570,580,[P97w3AdePgQ]-[570-580].wav,ok,
PB3i02Cjf1k,30,40,[PB3i02Cjf1k]-[30-40].wav,ok,
P9fh7rOIKcM,270,280,[P9fh7rOIKcM]-[270-280].wav,ok,
PAX2PMha2dU,80,90,[PAX2PMha2dU]-[80-90].wav,ok,
PE1ges9nn6A,90,100,[PE1ges9nn6A]-[90-100].wav,ok,
PF5LgwJjYuA,90,100,[PF5LgwJjYuA]-[90-100].wav,ok,
PBMfPDei93s,200,210,[PBMfPDei93s]-[200-210].wav,ok,
PBqNpMpD76k,170,180,[PBqNpMpD76k]-[170-180].wav,ok,
PF6Mn51Nkvs,30,40,[PF6Mn51Nkvs]-[30-40].wav,ok,
PFX2OO75sRQ,30,40,[PFX2OO75sRQ]-[30-40].wav,ok,
PIIAyM4H1UE,100,110,[PIIAyM4H1UE]-[100-110].wav,ok,
PKJMsnUJ994,30,40,[PKJMsnUJ994]-[30-40].wav,ok,
PKsdjH0RmsU,30,40,[PKsdjH0RmsU]-[30-40].wav,ok,
PJUffXn-LIk,190,200,[PJUffXn-LIk]-[190-200].wav,ok,
PFa1XVCgPgM,40,50,[PFa1XVCgPgM]-[40-50].wav,ok,
PN3Lx8RutmI,30,40,[PN3Lx8RutmI]-[30-40].wav,ok,
POOu05eUvqE,30,40,[POOu05eUvqE]-[30-40].wav,ok,
PP3kNqPM434,70,80,[PP3kNqPM434]-[70-80].wav,ok,
PNT3hW4qFpQ,290,300,[PNT3hW4qFpQ]-[290-300].wav,ok,
PQXYWc3JHhU,30,40,[PQXYWc3JHhU]-[30-40].wav,ok,
PQ7cX2Cnusg,140,150,[PQ7cX2Cnusg]-[140-150].wav,ok,
PQrYV7hJWDg,30,40,[PQrYV7hJWDg]-[30-40].wav,ok,
PTCsH-ffeq4,380,390,[PTCsH-ffeq4]-[380-390].wav,failed,ERROR: [youtube] PTCsH-ffeq4: This video is unavailable
PRRcVdXsBQg,90,100,[PRRcVdXsBQg]-[90-100].wav,ok,
PSYURntIjuc,30,40,[PSYURntIjuc]-[30-40].wav,ok,
PRzBkZSSyY0,0,10,[PRzBkZSSyY0]-[0-10].wav,ok,
PTLOLz9YzmM,60,70,[PTLOLz9YzmM]-[60-70].wav,ok,
PTl5ixI1Ogc,30,40,[PTl5ixI1Ogc]-[30-40].wav,ok,
PWVr9weg00U,170,180,[PWVr9weg00U]-[170-180].wav,ok,
PUy3cnNk4ys,40,50,[PUy3cnNk4ys]-[40-50].wav,ok,
PXd0NCqZLzU,30,40,[PXd0NCqZLzU]-[30-40].wav,ok,
PZZxVIIOQPo,130,140,[PZZxVIIOQPo]-[130-140].wav,ok,
PbUyPbafFh0,30,40,[PbUyPbafFh0]-[30-40].wav,ok,
PaQGXIh94uc,150,160,[PaQGXIh94uc]-[150-160].wav,ok,
PcdpjUIa8l0,30,40,[PcdpjUIa8l0]-[30-40].wav,ok,
Pd4WnsXwdqw,70,80,[Pd4WnsXwdqw]-[70-80].wav,ok,
PdgswSjYhMw,70,80,[PdgswSjYhMw]-[70-80].wav,ok,
PeQ8L_svYcU,30,40,[PeQ8L_svYcU]-[30-40].wav,ok,
PduP4CpaDtY,0,10,[PduP4CpaDtY]-[0-10].wav,ok,
PeWXdkEUPbo,30,40,[PeWXdkEUPbo]-[30-40].wav,ok,
PfO7ZVdzfZ4,150,160,[PfO7ZVdzfZ4]-[150-160].wav,failed,ERROR: [youtube] PfO7ZVdzfZ4: This video is no longer available because the YouTube account associated with this video has been terminated.
PemDZNVE370,390,400,[PemDZNVE370]-[390-400].wav,ok,
Pf9AaTV4-yw,180,190,[Pf9AaTV4-yw]-[180-190].wav,ok,
PfpP3WjY118,350,360,[PfpP3WjY118]-[350-360].wav,ok,
Phy-_ko0zWU,160,170,[Phy-_ko0zWU]-[160-170].wav,ok,
Pk5NZe-ah4U,30,40,[Pk5NZe-ah4U]-[30-40].wav,ok,
PkkhCW04O9k,130,140,[PkkhCW04O9k]-[130-140].wav,ok,
PlQibWaPAcM,90,100,[PlQibWaPAcM]-[90-100].wav,ok,
PmiH7RnCkhI,10,20,[PmiH7RnCkhI]-[10-20].wav,failed,ERROR: [youtube] PmiH7RnCkhI: This video is unavailable
Pln4GLIMqKY,30,40,[Pln4GLIMqKY]-[30-40].wav,ok,
Pm6vRblouxc,170,180,[Pm6vRblouxc]-[170-180].wav,ok,
PpJKo-JPVU0,60,70,[PpJKo-JPVU0]-[60-70].wav,ok,
Pn8HqUbNQAc,30,40,[Pn8HqUbNQAc]-[30-40].wav,ok,
PpamaOkNqoI,30,40,[PpamaOkNqoI]-[30-40].wav,ok,
PqTTIfja0y8,10,20,[PqTTIfja0y8]-[10-20].wav,ok,
Pq1jBX0RW2k,30,40,[Pq1jBX0RW2k]-[30-40].wav,ok,
PqTPbZf44E0,30,40,[PqTPbZf44E0]-[30-40].wav,ok,
PqN7aT4dVN4,390,400,[PqN7aT4dVN4]-[390-400].wav,ok,
Pv8ZWvM8bhw,30,40,[Pv8ZWvM8bhw]-[30-40].wav,ok,
Puu8SEqYN0k,60,70,[Puu8SEqYN0k]-[60-70].wav,ok,
PrMKUjFxrvQ,150,160,[PrMKUjFxrvQ]-[150-160].wav,ok,
PuJxL6tLxm4,110,120,[PuJxL6tLxm4]-[110-120].wav,ok,
PwmXO0J-PAA,170,180,[PwmXO0J-PAA]-[170-180].wav,ok,
PvHKu1XRSJ0,0,10,[PvHKu1XRSJ0]-[0-10].wav,ok,
PxXR74Uohfg,60,70,[PxXR74Uohfg]-[60-70].wav,ok,
PxxyplPsqBY,30,40,[PxxyplPsqBY]-[30-40].wav,ok,
Py8Vd0-qxYU,20,30,[Py8Vd0-qxYU]-[20-30].wav,ok,
Pzp_oTEn0Yk,30,40,[Pzp_oTEn0Yk]-[30-40].wav,ok,
PyVuHAskeUg,10,20,[PyVuHAskeUg]-[10-20].wav,ok,
Q1LJotkUbUY,30,40,[Q1LJotkUbUY]-[30-40].wav,ok,
Q0KwG3ynscI,10,20,[Q0KwG3ynscI]-[10-20].wav,ok,
Q1pjymZOm6Q,140,150,[Q1pjymZOm6Q]-[140-150].wav,ok,
Q0VVfneN8MI,110,120,[Q0VVfneN8MI]-[110-120].wav,ok,
Q2Omtt4A8ls,30,40,[Q2Omtt4A8ls]-[30-40].wav,ok,
Q6SgmlYMYLA,30,40,[Q6SgmlYMYLA]-[30-40].wav,ok,
Q6G1XGwd-rM,40,50,[Q6G1XGwd-rM]-[40-50].wav,ok,
Q75y0TIp7Ds,30,40,[Q75y0TIp7Ds]-[30-40].wav,ok,
Q7oWXOByo28,30,40,[Q7oWXOByo28]-[30-40].wav,ok,
Q8QXzYpl6Tw,0,10,[Q8QXzYpl6Tw]-[0-10].wav,ok,
Q789S_9JCio,90,100,[Q789S_9JCio]-[90-100].wav,ok,
Q8X6geEBR2o,30,40,[Q8X6geEBR2o]-[30-40].wav,ok,
QBMM1ocXkhY,30,40,[QBMM1ocXkhY]-[30-40].wav,failed,ERROR: [youtube] QBMM1ocXkhY: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
Q8f6y2IcVg0,30,40,[Q8f6y2IcVg0]-[30-40].wav,ok,
